Date,AAPL,MSFT,TSLA
2020-01-02,,,
2020-01-03,-0.009722154587474718,-0.012451616936563936,0.02963325829792085
2020-01-06,0.007968385186163829,0.0025847852019227346,0.01925463704513497
2020-01-07,-0.004703299917663828,-0.009118036399522467,0.03880052465815398
2020-01-08,0.016086647479144567,0.01592866628568701,0.04920482578812169
2020-01-09,0.021240463312353297,0.012492838375844917,-0.021945011900097344
2020-01-10,0.002260667236577696,-0.004626836721768335,-0.006627297633174156
2020-01-13,0.021364682859972506,0.012024013029759084,0.0976889588509331
2020-01-14,-0.013503370535449588,-0.00704283050857113,0.024882822120200876
2020-01-15,-0.004285577751325986,0.006476209245926956,-0.03610201351305786
2020-01-16,0.012526503797867239,0.018323461694456533,-0.009662477636014799
2020-01-17,0.011071016281996915,0.005596507955109464,-0.005822894156913949
2020-01-21,-0.006777078058305408,-0.0035906641005489792,0.07189030619278935
2020-01-22,0.0035698244754804875,-0.004804868800125761,0.04086264444061727
2020-01-23,0.004815653184673918,0.006155751579813851,0.004635122144013071
2020-01-24,-0.002882016057512038,-0.010076967534742298,-0.012897603180825445
2020-01-27,-0.0294052321972883,-0.01672302693775707,-0.012039272835579373
2020-01-28,0.028289348697741135,0.019595710345735595,0.015913383222044608
2020-01-29,0.020932363735293835,0.015593038212507349,0.024854513769903663
2020-01-30,-0.0014488877478210371,0.028207327393029447,0.10296225866535558
2020-01-31,-0.044338983116975594,-0.014758723849248034,0.015230690473505115
2020-02-03,-0.0027462475248101192,0.02437917082060448,0.19894859376394924
2020-02-04,0.03301348319988495,0.0329166889734307,0.13725640223576474
2020-02-05,0.008154639742128378,-0.0012216599471510659,-0.1717583947927872
2020-02-06,0.011696980542769353,0.02073370350734427,0.01940931694254444
2020-02-07,-0.01359287977302559,0.0014159925924632777,-0.001188323805631386
2020-02-10,0.004749678304619254,0.026156990442262273,0.031026496329857656
2020-02-11,-0.0060333087491210025,-0.02257555631758723,0.004019260937028868
2020-02-12,0.023747550526960204,0.0014637818571061612,-0.009155657933695438
2020-02-13,-0.007120771482085564,-0.005413834269681228,0.0478436525517798
2020-02-14,0.00024601362853426956,0.008927258585420317,-0.00493775566834842
2020-02-18,-0.018310414562907606,0.010143115162833949,0.0729597130158357
2020-02-19,0.014482650901575855,0.0029986547562359522,0.06875580895325561
2020-02-20,-0.010258838844933282,-0.01527089872202958,-0.019631105097986157
2020-02-21,-0.02263513024874353,-0.03161273561808586,0.0017678087791648256
2020-02-24,-0.0475003704705943,-0.04311524650329468,-0.07459490327646512
2020-02-25,-0.033872199221347654,-0.01650224148082835,-0.040633739641448896
2020-02-26,0.015863918534032573,0.012495072042878252,-0.026390470576789893
2020-02-27,-0.06536824708402655,-0.07045901072228289,-0.12814583958462689
2020-02-28,-0.0005850906504518694,0.024212640171696664,-0.016215047800994253
2020-03-02,0.09310082328414637,0.06653933094835596,0.11322034293215233
2020-03-03,-0.03175942797043663,-0.04791944407412341,0.0025416095259802596
2020-03-04,0.0463847643148807,0.03671488114217247,0.0053520173720666975
2020-03-05,-0.03243706909205235,-0.02509498977199176,-0.033302230445070524
2020-03-06,-0.013280006162735392,-0.028267161112283223,-0.029066704869448956
2020-03-09,-0.07909211306509045,-0.06777268011728255,-0.13572525720249962
2020-03-10,0.07202120065448092,0.06838389685148494,0.061398023823663106
2020-03-11,-0.034730195938790676,-0.045301907008176046,-0.017200452670558586
2020-03-12,-0.09875471460202478,-0.09483823492814392,-0.11617242301113506
2020-03-13,0.11980814892250713,0.1421689302733078,-0.0248505535904755
2020-03-16,-0.12864688525132872,-0.14739030216620908,-0.18577806455584012
2020-03-17,0.04397022863943767,0.08233651716776902,-0.03341046380880208
2020-03-18,-0.024480084322928586,-0.04209605846866393,-0.1603440409986845
2020-03-19,-0.007662041751234749,0.016452694288203285,0.1838768421567878
2020-03-20,-0.06348564546021629,-0.03755835337388602,-0.0002571736151377735
2020-03-23,-0.021244278476430734,-0.009974473612153312,0.015811747064244486
2020-03-24,0.10032539830970988,0.09089562626406167,0.16281749323562988
2020-03-25,-0.005508644204364588,-0.009572606473638667,0.06782176450892674
2020-03-26,0.052622958500282646,0.06255106564973789,-0.020565621439638027
2020-03-27,-0.04140206885046949,-0.04106072699336938,-0.026128393930185068
2020-03-30,0.02853792310969938,0.07034047727943027,-0.02377714859552571
2020-03-31,-0.0020408606245310157,-0.01572748150537584,0.04355446239344318
2020-04-01,-0.05261702975288751,-0.03550792097747002,-0.08099239055277141
2020-04-02,0.016686514901743443,0.02070862728362055,-0.05625466454987249
2020-04-03,-0.014371422367690956,-0.00921055315865904,0.05619734693587186
2020-04-06,0.08723785742012824,0.07436795278639874,0.0754775752334993
2020-04-07,-0.011582634447328544,-0.010770325272108638,0.05658223700690801
2020-04-08,0.025594611504731857,0.010031234595274219,0.006214994497730331
2020-04-09,0.007216259538973757,6.054677320577184e-05,0.04402015748241661
2020-04-13,0.019627507416042134,0.0022406761919218088,0.13603839302984921
2020-04-14,0.05050338922138553,0.04948322858467824,0.09054457315006381
2020-04-15,-0.009127594854547172,-0.010477859154151337,0.028088878270565276
2020-04-16,0.007945772143859386,0.030020885931690167,0.02107340162500071
2020-04-17,-0.013568704641773732,0.008811782367110332,0.011647723586206249
2020-04-20,-0.020756551322032468,-0.01982088980069663,-0.009988248360572882
2020-04-21,-0.03091030838271769,-0.041357110104024875,-0.0799077799617377
2020-04-22,0.02880354756685488,0.03396475583220537,0.06609682849410836
2020-04-23,-0.0038751894505357765,-0.012102435375884402,-0.036169462779073736
