Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA,AAPL,MSFT,TSLA
Date,,,,,,,,,,,,,,,
2020-01-02,72.53852081298828,152.79110717773438,28.68400001525879,72.59889913772518,152.89574617385426,28.713333129882812,71.29231130597061,150.61273200493892,28.11400032043457,71.5458973217052,151.04079534722928,28.299999237060547,135480400,22622100,142981500
2020-01-03,71.83329010009766,150.88861083984375,29.534000396728516,72.59405542623057,152.15378632137134,30.266666412353516,71.60868452797844,150.35590842973784,29.128000259399414,71.76566667933918,150.6032449166099,29.366666793823242,146322800,21116200,266677500
2020-01-06,72.40568542480469,151.27862548828125,30.1026668548584,72.4443284378041,151.34522054495744,30.104000091552734,70.70301958367426,148.88145020381464,29.333332061767578,70.9541954829699,149.42367447085834,29.364667892456055,118387200,20813700,151995000
2020-01-07,72.06513977050781,149.89926147460938,31.270666122436523,72.67133299565539,151.88738753054335,31.441999435424805,71.84536183598526,149.65193958027442,30.224000930786133,72.41532954893665,151.55445588605946,30.760000228881836,108872000,21634100,268231500
2020-01-08,73.22442626953125,152.28695678710938,32.80933380126953,73.52631792855652,152.96235665110237,33.232666015625,71.76810120120939,150.2512643514122,31.215333938598633,71.76810120120939,151.18349353765257,31.579999923706055,132079200,27746500,467164500
2020-01-09,74.77974700927734,154.189453125,32.089332580566406,74.97295465655091,154.31312134782266,33.253334045410156,73.95135835025293,153.18112165750648,31.524667739868164,74.20252681762871,153.95163855191004,33.13999938964844,170108400,21385000,426606000
2020-01-10,74.94879913330078,153.47604370117188,31.876667022705078,75.51394659034878,155.26441433524994,32.3293342590332,74.44645484641248,153.323838856771,31.579999923706055,75.01401242394427,154.88391673930064,32.11933135986328,140644800,20725900,194392500
2020-01-13,76.55005645751953,155.32144165039062,34.990665435791016,76.57662675415311,155.34997823590618,35.04199981689453,75.14686472001775,153.39989597373568,32.79999923706055,75.26521125345613,153.8755250857261,32.900001525878906,121532000,21626500,397764000
2020-01-14,75.51637268066406,154.2275390625,35.861331939697266,76.69737618985954,155.62589016260503,36.49399948120117,75.39320591637785,153.83751960953416,34.99333190917969,76.48726080979424,155.4261194989962,36.284000396728516,161954400,23477400,434943000
2020-01-15,75.19274139404297,155.22634887695312,34.56666564941406,76.19743749233605,155.9493145977765,35.85599899291992,74.76043057245047,154.6460951495271,34.452667236328125,75.31591552157606,154.69364646058995,35.31733322143555,121923600,21417900,260532000
2020-01-16,76.1346435546875,158.0706329345703,34.232666015625,76.24574496948411,158.13722800089548,34.297332763671875,75.3738782015038,156.0349401998481,32.81133270263672,75.73614811924845,156.33934990581398,32.91666793823242,108829200,23865400,326050500
2020-01-17,76.97753143310547,158.9552764892578,34.03333282470703,76.97994155406593,159.30723743482343,34.37799835205078,76.07668423312775,157.36666226753334,33.54399871826172,76.38340344954888,159.25967161419416,33.840667724609375,137816400,34371700,204436500
2020-01-21,76.45584869384766,158.384521484375,36.47999954223633,77.04755171377299,159.99215048130927,36.571998596191406,76.31818437718287,158.31792643003993,35.227333068847656,76.60558572443774,158.5557410268633,35.349998474121094,110843200,29517200,267052500
2020-01-22,76.7287826538086,157.62350463867188,37.97066879272461,77.28184283508286,159.3262652022215,39.633331298828125,76.6345889237427,157.6044754075849,37.27333450317383,76.94130817856995,159.24064091985528,38.125999450683594,101832400,24138800,470535000
2020-01-23,77.09828186035156,158.5937957763672,38.14666748046875,77.17797799443389,158.66989818737443,38.79999923706055,76.23366024847726,157.2144740501068,37.040000915527344,76.78190007438859,158.08963000411373,37.616668701171875,104472000,19680800,294765000
2020-01-24,76.87608337402344,156.9956512451172,37.654666900634766,78.08847725706723,159.36428945346628,38.25733184814453,76.68528583944577,156.43441237534347,36.95066833496094,77.34461967692074,159.34526022473113,38.04199981689453,146537600,24918100,215304000
2020-01-27,74.61552429199219,154.37020874023438,37.201332092285156,75.29658608064733,155.41659876422113,37.62933349609375,73.63256355928529,152.39158956809186,35.95199966430664,74.8836004716033,153.2952821260526,36.132667541503906,161940000,32078100,204121500
2020-01-28,76.72634887695312,157.39520263671875,37.793331146240234,76.89782122944564,157.68056851092973,38.45399856567383,75.39802593452413,155.1216959101907,37.2053337097168,75.49704725649863,155.79708116588947,37.89933395385742,162234000,24899900,176827500
2020-01-29,78.33241271972656,159.84947204589844,38.732666015625,79.1801266517597,160.5248719679126,39.31999969482422,77.61753550777614,157.61402327863624,37.82866668701172,78.35898301190313,159.65922324879887,38.37933349609375,216229200,34754500,267022500
